side,instrument,month,class,boundary,strict_count,equal_count,rows,scored_flag,missing_path
corrected,nq,2025-01,mbo_all,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_all,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,mbo_bid_add,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_bid_add,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,mbo_ask_add,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_ask_add,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,mbo_bid_cancel,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_bid_cancel,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,mbo_ask_cancel,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_ask_cancel,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,mbo_cancel_any,decision_T,,,598227,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
contaminated,nq,2025-01,mbo_cancel_any,decision_T,,,598228,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-01.parquet
corrected,nq,2025-01,trades_all,decision_T,0,0,598227,SCORED,
corrected,nq,2025-01,trades_all,prev_row_B,543341,0,598227,SCORED,
corrected,nq,2025-01,trades_buy,decision_T,0,0,598227,SCORED,
corrected,nq,2025-01,trades_buy,prev_row_B,0,0,598227,SCORED,
corrected,nq,2025-01,trades_sell,decision_T,0,0,598227,SCORED,
corrected,nq,2025-01,trades_sell,prev_row_B,543341,0,598227,SCORED,
corrected,nq,2025-01,trades_large,decision_T,0,0,598227,SCORED,
corrected,nq,2025-01,trades_large,prev_row_B,9694,0,598227,SCORED,
contaminated,nq,2025-01,trades_all,decision_T,543341,0,598228,SCORED,
contaminated,nq,2025-01,trades_buy,decision_T,0,0,598228,SCORED,
contaminated,nq,2025-01,trades_sell,decision_T,543341,0,598228,SCORED,
contaminated,nq,2025-01,trades_large,decision_T,9694,0,598228,SCORED,
corrected,cl,2025-01,trades_all,decision_T,21770,0,801410,SCORED,
corrected,cl,2025-01,trades_all,prev_row_B,232865,0,801410,SCORED,
corrected,cl,2025-01,trades_buy,decision_T,0,0,801410,SCORED,
corrected,cl,2025-01,trades_buy,prev_row_B,0,0,801410,SCORED,
corrected,cl,2025-01,trades_sell,decision_T,21770,0,801410,SCORED,
corrected,cl,2025-01,trades_sell,prev_row_B,232865,0,801410,SCORED,
corrected,cl,2025-01,trades_large,decision_T,1594,0,801410,SCORED,
corrected,cl,2025-01,trades_large,prev_row_B,14268,0,801410,SCORED,
contaminated,cl,2025-01,trades_all,decision_T,232865,0,801411,SCORED,
contaminated,cl,2025-01,trades_buy,decision_T,0,0,801411,SCORED,
contaminated,cl,2025-01,trades_sell,decision_T,232865,0,801411,SCORED,
contaminated,cl,2025-01,trades_large,decision_T,14268,0,801411,SCORED,
corrected,cl,2025-01,mbo_all,decision_T,53249,2194,801410,SCORED,
corrected,cl,2025-01,mbo_all,prev_row_B,534779,3204,801410,SCORED,
corrected,cl,2025-01,mbo_bid_add,decision_T,40600,1259,801410,SCORED,
corrected,cl,2025-01,mbo_bid_add,prev_row_B,421352,1805,801410,SCORED,
corrected,cl,2025-01,mbo_ask_add,decision_T,40435,927,801410,SCORED,
corrected,cl,2025-01,mbo_ask_add,prev_row_B,420221,1367,801410,SCORED,
corrected,cl,2025-01,mbo_bid_cancel,decision_T,39581,2,801410,SCORED,
corrected,cl,2025-01,mbo_bid_cancel,prev_row_B,415077,13,801410,SCORED,
corrected,cl,2025-01,mbo_ask_cancel,decision_T,39559,6,801410,SCORED,
corrected,cl,2025-01,mbo_ask_cancel,prev_row_B,415311,19,801410,SCORED,
corrected,cl,2025-01,mbo_cancel_any,decision_T,46643,8,801410,SCORED,
corrected,cl,2025-01,mbo_cancel_any,prev_row_B,480191,32,801410,SCORED,
corrected,cl,2025-01,mbo_all_rows,decision_T,54341,2197,801410,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,cl,2025-01,mbo_all_rows,prev_row_B,545832,3210,801410,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,cl,2025-01,mbo_all,decision_T,534779,3205,801411,SCORED,
contaminated,cl,2025-01,mbo_bid_add,decision_T,421352,1806,801411,SCORED,
contaminated,cl,2025-01,mbo_ask_add,decision_T,420221,1367,801411,SCORED,
contaminated,cl,2025-01,mbo_bid_cancel,decision_T,415077,13,801411,SCORED,
contaminated,cl,2025-01,mbo_ask_cancel,decision_T,415311,19,801411,SCORED,
contaminated,cl,2025-01,mbo_cancel_any,decision_T,480191,32,801411,SCORED,
contaminated,cl,2025-01,mbo_all_rows,decision_T,545832,3211,801411,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,gc,2025-01,trades_all,decision_T,13907,3,761736,SCORED,
corrected,gc,2025-01,trades_all,prev_row_B,210374,35,761736,SCORED,
corrected,gc,2025-01,trades_buy,decision_T,0,0,761736,SCORED,
corrected,gc,2025-01,trades_buy,prev_row_B,0,0,761736,SCORED,
corrected,gc,2025-01,trades_sell,decision_T,13907,3,761736,SCORED,
corrected,gc,2025-01,trades_sell,prev_row_B,210374,35,761736,SCORED,
corrected,gc,2025-01,trades_large,decision_T,267,0,761736,SCORED,
corrected,gc,2025-01,trades_large,prev_row_B,3280,1,761736,SCORED,
contaminated,gc,2025-01,trades_all,decision_T,210374,35,761737,SCORED,
contaminated,gc,2025-01,trades_buy,decision_T,0,0,761737,SCORED,
contaminated,gc,2025-01,trades_sell,decision_T,210374,35,761737,SCORED,
contaminated,gc,2025-01,trades_large,decision_T,3280,1,761737,SCORED,
corrected,gc,2025-01,mbo_all,decision_T,37065,1853,761736,SCORED,
corrected,gc,2025-01,mbo_all,prev_row_B,523228,2712,761736,SCORED,
corrected,gc,2025-01,mbo_bid_add,decision_T,26290,1068,761736,SCORED,
corrected,gc,2025-01,mbo_bid_add,prev_row_B,384039,1490,761736,SCORED,
corrected,gc,2025-01,mbo_ask_add,decision_T,25919,767,761736,SCORED,
corrected,gc,2025-01,mbo_ask_add,prev_row_B,380700,1136,761736,SCORED,
corrected,gc,2025-01,mbo_bid_cancel,decision_T,25095,10,761736,SCORED,
corrected,gc,2025-01,mbo_bid_cancel,prev_row_B,376465,26,761736,SCORED,
corrected,gc,2025-01,mbo_ask_cancel,decision_T,24993,5,761736,SCORED,
corrected,gc,2025-01,mbo_ask_cancel,prev_row_B,375572,24,761736,SCORED,
corrected,gc,2025-01,mbo_cancel_any,decision_T,30403,15,761736,SCORED,
corrected,gc,2025-01,mbo_cancel_any,prev_row_B,448387,50,761736,SCORED,
contaminated,gc,2025-01,mbo_all,decision_T,523228,2713,761737,SCORED,
contaminated,gc,2025-01,mbo_bid_add,decision_T,384039,1490,761737,SCORED,
contaminated,gc,2025-01,mbo_ask_add,decision_T,380700,1137,761737,SCORED,
contaminated,gc,2025-01,mbo_bid_cancel,decision_T,376465,26,761737,SCORED,
contaminated,gc,2025-01,mbo_ask_cancel,decision_T,375572,24,761737,SCORED,
contaminated,gc,2025-01,mbo_cancel_any,decision_T,448387,50,761737,SCORED,
corrected,zc,2025-01,trades_all,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,trades_all,prev_row_B,89568,20,338158,SCORED,
corrected,zc,2025-01,trades_buy,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,trades_buy,prev_row_B,0,0,338158,SCORED,
corrected,zc,2025-01,trades_sell,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,trades_sell,prev_row_B,89568,20,338158,SCORED,
corrected,zc,2025-01,trades_large,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,trades_large,prev_row_B,23633,20,338158,SCORED,
contaminated,zc,2025-01,trades_all,decision_T,89568,20,338159,SCORED,
contaminated,zc,2025-01,trades_buy,decision_T,0,0,338159,SCORED,
contaminated,zc,2025-01,trades_sell,decision_T,89568,20,338159,SCORED,
contaminated,zc,2025-01,trades_large,decision_T,23633,20,338159,SCORED,
corrected,zc,2025-01,mbo_all,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_all,prev_row_B,254314,29,338158,SCORED,
corrected,zc,2025-01,mbo_bid_add,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_bid_add,prev_row_B,164958,1,338158,SCORED,
corrected,zc,2025-01,mbo_ask_add,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_ask_add,prev_row_B,162753,4,338158,SCORED,
corrected,zc,2025-01,mbo_bid_cancel,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_bid_cancel,prev_row_B,135980,23,338158,SCORED,
corrected,zc,2025-01,mbo_ask_cancel,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_ask_cancel,prev_row_B,129333,22,338158,SCORED,
corrected,zc,2025-01,mbo_cancel_any,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_cancel_any,prev_row_B,179856,24,338158,SCORED,
contaminated,zc,2025-01,mbo_all,decision_T,254315,29,338159,SCORED,
contaminated,zc,2025-01,mbo_bid_add,decision_T,164959,1,338159,SCORED,
contaminated,zc,2025-01,mbo_ask_add,decision_T,162754,4,338159,SCORED,
contaminated,zc,2025-01,mbo_bid_cancel,decision_T,135981,23,338159,SCORED,
contaminated,zc,2025-01,mbo_ask_cancel,decision_T,129334,22,338159,SCORED,
contaminated,zc,2025-01,mbo_cancel_any,decision_T,179857,24,338159,SCORED,
corrected,zs,2025-01,trades_all,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_all,prev_row_B,78300,16,337844,SCORED,
corrected,zs,2025-01,trades_buy,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_buy,prev_row_B,0,0,337844,SCORED,
corrected,zs,2025-01,trades_sell,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_sell,prev_row_B,78300,16,337844,SCORED,
corrected,zs,2025-01,trades_large,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_large,prev_row_B,17552,16,337844,SCORED,
contaminated,zs,2025-01,trades_all,decision_T,78300,16,337845,SCORED,
contaminated,zs,2025-01,trades_buy,decision_T,0,0,337845,SCORED,
contaminated,zs,2025-01,trades_sell,decision_T,78300,16,337845,SCORED,
contaminated,zs,2025-01,trades_large,decision_T,17552,16,337845,SCORED,
corrected,zs,2025-01,mbo_all,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_all,prev_row_B,210254,29,337844,SCORED,
corrected,zs,2025-01,mbo_bid_add,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_bid_add,prev_row_B,150676,3,337844,SCORED,
corrected,zs,2025-01,mbo_ask_add,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_ask_add,prev_row_B,144800,5,337844,SCORED,
corrected,zs,2025-01,mbo_bid_cancel,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_bid_cancel,prev_row_B,137505,19,337844,SCORED,
corrected,zs,2025-01,mbo_ask_cancel,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_ask_cancel,prev_row_B,131636,18,337844,SCORED,
corrected,zs,2025-01,mbo_cancel_any,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_cancel_any,prev_row_B,169487,20,337844,SCORED,
contaminated,zs,2025-01,mbo_all,decision_T,210254,29,337845,SCORED,
contaminated,zs,2025-01,mbo_bid_add,decision_T,150676,3,337845,SCORED,
contaminated,zs,2025-01,mbo_ask_add,decision_T,144800,5,337845,SCORED,
contaminated,zs,2025-01,mbo_bid_cancel,decision_T,137505,19,337845,SCORED,
contaminated,zs,2025-01,mbo_ask_cancel,decision_T,131636,18,337845,SCORED,
contaminated,zs,2025-01,mbo_cancel_any,decision_T,169487,20,337845,SCORED,
corrected,he,2025-01,trades_all,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_all,prev_row_B,39596,0,337488,SCORED,
corrected,he,2025-01,trades_buy,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_buy,prev_row_B,0,0,337488,SCORED,
corrected,he,2025-01,trades_sell,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_sell,prev_row_B,39596,0,337488,SCORED,
corrected,he,2025-01,trades_large,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_large,prev_row_B,1846,0,337488,SCORED,
contaminated,he,2025-01,trades_all,decision_T,39596,0,337489,SCORED,
contaminated,he,2025-01,trades_buy,decision_T,0,0,337489,SCORED,
contaminated,he,2025-01,trades_sell,decision_T,39596,0,337489,SCORED,
contaminated,he,2025-01,trades_large,decision_T,1846,0,337489,SCORED,
corrected,he,2025-01,mbo_all,decision_T,0,1,337488,SCORED,
corrected,he,2025-01,mbo_all,prev_row_B,132122,2,337488,SCORED,
corrected,he,2025-01,mbo_bid_add,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_bid_add,prev_row_B,81777,0,337488,SCORED,
corrected,he,2025-01,mbo_ask_add,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_ask_add,prev_row_B,85367,0,337488,SCORED,
corrected,he,2025-01,mbo_bid_cancel,decision_T,0,1,337488,SCORED,
corrected,he,2025-01,mbo_bid_cancel,prev_row_B,78414,2,337488,SCORED,
corrected,he,2025-01,mbo_ask_cancel,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_ask_cancel,prev_row_B,77220,0,337488,SCORED,
corrected,he,2025-01,mbo_cancel_any,decision_T,0,1,337488,SCORED,
corrected,he,2025-01,mbo_cancel_any,prev_row_B,102602,2,337488,SCORED,
contaminated,he,2025-01,mbo_all,decision_T,132122,2,337489,SCORED,
contaminated,he,2025-01,mbo_bid_add,decision_T,81777,0,337489,SCORED,
contaminated,he,2025-01,mbo_ask_add,decision_T,85367,0,337489,SCORED,
contaminated,he,2025-01,mbo_bid_cancel,decision_T,78414,2,337489,SCORED,
contaminated,he,2025-01,mbo_ask_cancel,decision_T,77220,0,337489,SCORED,
contaminated,he,2025-01,mbo_cancel_any,decision_T,102602,2,337489,SCORED,
corrected,le,2025-01,trades_all,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_all,prev_row_B,44691,0,337493,SCORED,
corrected,le,2025-01,trades_buy,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_buy,prev_row_B,0,0,337493,SCORED,
corrected,le,2025-01,trades_sell,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_sell,prev_row_B,44691,0,337493,SCORED,
corrected,le,2025-01,trades_large,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_large,prev_row_B,1680,0,337493,SCORED,
contaminated,le,2025-01,trades_all,decision_T,44691,0,337494,SCORED,
contaminated,le,2025-01,trades_buy,decision_T,0,0,337494,SCORED,
contaminated,le,2025-01,trades_sell,decision_T,44691,0,337494,SCORED,
contaminated,le,2025-01,trades_large,decision_T,1680,0,337494,SCORED,
corrected,le,2025-01,mbo_all,decision_T,0,1,337493,SCORED,
corrected,le,2025-01,mbo_all,prev_row_B,140720,4,337493,SCORED,
corrected,le,2025-01,mbo_bid_add,decision_T,0,1,337493,SCORED,
corrected,le,2025-01,mbo_bid_add,prev_row_B,93211,2,337493,SCORED,
corrected,le,2025-01,mbo_ask_add,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_ask_add,prev_row_B,93626,0,337493,SCORED,
corrected,le,2025-01,mbo_bid_cancel,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_bid_cancel,prev_row_B,91114,1,337493,SCORED,
corrected,le,2025-01,mbo_ask_cancel,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_ask_cancel,prev_row_B,91240,1,337493,SCORED,
corrected,le,2025-01,mbo_cancel_any,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_cancel_any,prev_row_B,117036,2,337493,SCORED,
contaminated,le,2025-01,mbo_all,decision_T,140720,4,337494,SCORED,
contaminated,le,2025-01,mbo_bid_add,decision_T,93211,2,337494,SCORED,
contaminated,le,2025-01,mbo_ask_add,decision_T,93626,0,337494,SCORED,
contaminated,le,2025-01,mbo_bid_cancel,decision_T,91114,1,337494,SCORED,
contaminated,le,2025-01,mbo_ask_cancel,decision_T,91240,1,337494,SCORED,
contaminated,le,2025-01,mbo_cancel_any,decision_T,117036,2,337494,SCORED,
corrected,es,2025-08,trades_all,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_all,prev_row_B,424624,0,546609,SCORED,
corrected,es,2025-08,trades_buy,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_buy,prev_row_B,0,0,546609,SCORED,
corrected,es,2025-08,trades_sell,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_sell,prev_row_B,424624,0,546609,SCORED,
corrected,es,2025-08,trades_large,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_large,prev_row_B,186229,0,546609,SCORED,
contaminated,es,2025-08,trades_all,decision_T,424624,0,546610,SCORED,
contaminated,es,2025-08,trades_buy,decision_T,0,0,546610,SCORED,
contaminated,es,2025-08,trades_sell,decision_T,424624,0,546610,SCORED,
contaminated,es,2025-08,trades_large,decision_T,186229,0,546610,SCORED,
corrected,es,2025-08,mbo_all,decision_T,0,6,546609,SCORED,
corrected,es,2025-08,mbo_all,prev_row_B,524929,289,546609,SCORED,
corrected,es,2025-08,mbo_bid_add,decision_T,0,4,546609,SCORED,
corrected,es,2025-08,mbo_bid_add,prev_row_B,513061,137,546609,SCORED,
corrected,es,2025-08,mbo_ask_add,decision_T,0,2,546609,SCORED,
corrected,es,2025-08,mbo_ask_add,prev_row_B,512005,152,546609,SCORED,
corrected,es,2025-08,mbo_bid_cancel,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_bid_cancel,prev_row_B,511428,0,546609,SCORED,
corrected,es,2025-08,mbo_ask_cancel,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_ask_cancel,prev_row_B,510248,0,546609,SCORED,
corrected,es,2025-08,mbo_cancel_any,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_cancel_any,prev_row_B,519749,0,546609,SCORED,
corrected,es,2025-08,mbo_all_rows,decision_T,0,6,546609,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,es,2025-08,mbo_all_rows,prev_row_B,525628,289,546609,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,es,2025-08,mbo_all,decision_T,524929,290,546610,SCORED,
contaminated,es,2025-08,mbo_bid_add,decision_T,513061,138,546610,SCORED,
contaminated,es,2025-08,mbo_ask_add,decision_T,512005,152,546610,SCORED,
contaminated,es,2025-08,mbo_bid_cancel,decision_T,511428,0,546610,SCORED,
contaminated,es,2025-08,mbo_ask_cancel,decision_T,510248,0,546610,SCORED,
contaminated,es,2025-08,mbo_cancel_any,decision_T,519749,0,546610,SCORED,
contaminated,es,2025-08,mbo_all_rows,decision_T,525628,290,546610,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,nq,2025-08,mbo_all,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_all,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_bid_add,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_bid_add,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_ask_add,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_ask_add,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_bid_cancel,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_bid_cancel,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_ask_cancel,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_ask_cancel,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_cancel_any,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_cancel_any,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,trades_all,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_all,prev_row_B,470095,0,540530,SCORED,
corrected,nq,2025-08,trades_buy,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_buy,prev_row_B,0,0,540530,SCORED,
corrected,nq,2025-08,trades_sell,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_sell,prev_row_B,470095,0,540530,SCORED,
corrected,nq,2025-08,trades_large,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_large,prev_row_B,9234,0,540530,SCORED,
contaminated,nq,2025-08,trades_all,decision_T,470095,0,540531,SCORED,
contaminated,nq,2025-08,trades_buy,decision_T,0,0,540531,SCORED,
contaminated,nq,2025-08,trades_sell,decision_T,470095,0,540531,SCORED,
contaminated,nq,2025-08,trades_large,decision_T,9234,0,540531,SCORED,
corrected,cl,2025-08,trades_all,decision_T,9048,0,664076,SCORED,
corrected,cl,2025-08,trades_all,prev_row_B,142974,0,664076,SCORED,
corrected,cl,2025-08,trades_buy,decision_T,0,0,664076,SCORED,
corrected,cl,2025-08,trades_buy,prev_row_B,0,0,664076,SCORED,
corrected,cl,2025-08,trades_sell,decision_T,9048,0,664076,SCORED,
corrected,cl,2025-08,trades_sell,prev_row_B,142974,0,664076,SCORED,
corrected,cl,2025-08,trades_large,decision_T,771,0,664076,SCORED,
corrected,cl,2025-08,trades_large,prev_row_B,9919,0,664076,SCORED,
contaminated,cl,2025-08,trades_all,decision_T,142974,0,664077,SCORED,
contaminated,cl,2025-08,trades_buy,decision_T,0,0,664077,SCORED,
contaminated,cl,2025-08,trades_sell,decision_T,142974,0,664077,SCORED,
contaminated,cl,2025-08,trades_large,decision_T,9919,0,664077,SCORED,
corrected,cl,2025-08,mbo_all,decision_T,27852,1427,664076,SCORED,
corrected,cl,2025-08,mbo_all,prev_row_B,406797,2468,664076,SCORED,
corrected,cl,2025-08,mbo_bid_add,decision_T,18374,603,664076,SCORED,
corrected,cl,2025-08,mbo_bid_add,prev_row_B,283878,1105,664076,SCORED,
