side,instrument,month,class,boundary,strict_count,equal_count,rows,scored_flag,missing_path
corrected,zc,2025-01,mbo_bid_cancel,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_ask_cancel,decision_T,0,0,338158,SCORED,
corrected,zc,2025-01,mbo_cancel_any,decision_T,0,0,338158,SCORED,
contaminated,zc,2025-01,mbo_all,decision_T,254315,29,338159,SCORED,
contaminated,zc,2025-01,mbo_bid_add,decision_T,164959,1,338159,SCORED,
contaminated,zc,2025-01,mbo_ask_add,decision_T,162754,4,338159,SCORED,
contaminated,zc,2025-01,mbo_bid_cancel,decision_T,135981,23,338159,SCORED,
contaminated,zc,2025-01,mbo_ask_cancel,decision_T,129334,22,338159,SCORED,
contaminated,zc,2025-01,mbo_cancel_any,decision_T,179857,24,338159,SCORED,
corrected,zs,2025-01,trades_all,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_buy,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_sell,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,trades_large,decision_T,0,0,337844,SCORED,
contaminated,zs,2025-01,trades_all,decision_T,78300,16,337845,SCORED,
contaminated,zs,2025-01,trades_buy,decision_T,0,0,337845,SCORED,
contaminated,zs,2025-01,trades_sell,decision_T,78300,16,337845,SCORED,
contaminated,zs,2025-01,trades_large,decision_T,17552,16,337845,SCORED,
corrected,zs,2025-01,mbo_all,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_bid_add,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_ask_add,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_bid_cancel,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_ask_cancel,decision_T,0,0,337844,SCORED,
corrected,zs,2025-01,mbo_cancel_any,decision_T,0,0,337844,SCORED,
contaminated,zs,2025-01,mbo_all,decision_T,210254,29,337845,SCORED,
contaminated,zs,2025-01,mbo_bid_add,decision_T,150676,3,337845,SCORED,
contaminated,zs,2025-01,mbo_ask_add,decision_T,144800,5,337845,SCORED,
contaminated,zs,2025-01,mbo_bid_cancel,decision_T,137505,19,337845,SCORED,
contaminated,zs,2025-01,mbo_ask_cancel,decision_T,131636,18,337845,SCORED,
contaminated,zs,2025-01,mbo_cancel_any,decision_T,169487,20,337845,SCORED,
corrected,he,2025-01,trades_all,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_buy,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_sell,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,trades_large,decision_T,0,0,337488,SCORED,
contaminated,he,2025-01,trades_all,decision_T,39596,0,337489,SCORED,
contaminated,he,2025-01,trades_buy,decision_T,0,0,337489,SCORED,
contaminated,he,2025-01,trades_sell,decision_T,39596,0,337489,SCORED,
contaminated,he,2025-01,trades_large,decision_T,1846,0,337489,SCORED,
corrected,he,2025-01,mbo_all,decision_T,0,1,337488,SCORED,
corrected,he,2025-01,mbo_bid_add,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_ask_add,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_bid_cancel,decision_T,0,1,337488,SCORED,
corrected,he,2025-01,mbo_ask_cancel,decision_T,0,0,337488,SCORED,
corrected,he,2025-01,mbo_cancel_any,decision_T,0,1,337488,SCORED,
contaminated,he,2025-01,mbo_all,decision_T,132122,2,337489,SCORED,
contaminated,he,2025-01,mbo_bid_add,decision_T,81777,0,337489,SCORED,
contaminated,he,2025-01,mbo_ask_add,decision_T,85367,0,337489,SCORED,
contaminated,he,2025-01,mbo_bid_cancel,decision_T,78414,2,337489,SCORED,
contaminated,he,2025-01,mbo_ask_cancel,decision_T,77220,0,337489,SCORED,
contaminated,he,2025-01,mbo_cancel_any,decision_T,102602,2,337489,SCORED,
corrected,le,2025-01,trades_all,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_buy,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_sell,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,trades_large,decision_T,0,0,337493,SCORED,
contaminated,le,2025-01,trades_all,decision_T,44691,0,337494,SCORED,
contaminated,le,2025-01,trades_buy,decision_T,0,0,337494,SCORED,
contaminated,le,2025-01,trades_sell,decision_T,44691,0,337494,SCORED,
contaminated,le,2025-01,trades_large,decision_T,1680,0,337494,SCORED,
corrected,le,2025-01,mbo_all,decision_T,0,1,337493,SCORED,
corrected,le,2025-01,mbo_bid_add,decision_T,0,1,337493,SCORED,
corrected,le,2025-01,mbo_ask_add,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_bid_cancel,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_ask_cancel,decision_T,0,0,337493,SCORED,
corrected,le,2025-01,mbo_cancel_any,decision_T,0,0,337493,SCORED,
contaminated,le,2025-01,mbo_all,decision_T,140720,4,337494,SCORED,
contaminated,le,2025-01,mbo_bid_add,decision_T,93211,2,337494,SCORED,
contaminated,le,2025-01,mbo_ask_add,decision_T,93626,0,337494,SCORED,
contaminated,le,2025-01,mbo_bid_cancel,decision_T,91114,1,337494,SCORED,
contaminated,le,2025-01,mbo_ask_cancel,decision_T,91240,1,337494,SCORED,
contaminated,le,2025-01,mbo_cancel_any,decision_T,117036,2,337494,SCORED,
corrected,es,2025-08,trades_all,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_buy,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_sell,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,trades_large,decision_T,0,0,546609,SCORED,
contaminated,es,2025-08,trades_all,decision_T,424624,0,546610,SCORED,
contaminated,es,2025-08,trades_buy,decision_T,0,0,546610,SCORED,
contaminated,es,2025-08,trades_sell,decision_T,424624,0,546610,SCORED,
contaminated,es,2025-08,trades_large,decision_T,186229,0,546610,SCORED,
corrected,es,2025-08,mbo_all,decision_T,0,6,546609,SCORED,
corrected,es,2025-08,mbo_bid_add,decision_T,0,4,546609,SCORED,
corrected,es,2025-08,mbo_ask_add,decision_T,0,2,546609,SCORED,
corrected,es,2025-08,mbo_bid_cancel,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_ask_cancel,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_cancel_any,decision_T,0,0,546609,SCORED,
corrected,es,2025-08,mbo_all_rows,decision_T,0,6,546609,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,es,2025-08,mbo_all,decision_T,524929,290,546610,SCORED,
contaminated,es,2025-08,mbo_bid_add,decision_T,513061,138,546610,SCORED,
contaminated,es,2025-08,mbo_ask_add,decision_T,512005,152,546610,SCORED,
contaminated,es,2025-08,mbo_bid_cancel,decision_T,511428,0,546610,SCORED,
contaminated,es,2025-08,mbo_ask_cancel,decision_T,510248,0,546610,SCORED,
contaminated,es,2025-08,mbo_cancel_any,decision_T,519749,0,546610,SCORED,
contaminated,es,2025-08,mbo_all_rows,decision_T,525628,290,546610,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,nq,2025-08,mbo_all,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_all,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_bid_add,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_bid_add,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_ask_add,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_ask_add,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_bid_cancel,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_bid_cancel,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_ask_cancel,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_ask_cancel,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,mbo_cancel_any,decision_T,,,540530,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
contaminated,nq,2025-08,mbo_cancel_any,decision_T,,,540531,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-08.parquet
corrected,nq,2025-08,trades_all,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_buy,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_sell,decision_T,0,0,540530,SCORED,
corrected,nq,2025-08,trades_large,decision_T,0,0,540530,SCORED,
contaminated,nq,2025-08,trades_all,decision_T,470095,0,540531,SCORED,
contaminated,nq,2025-08,trades_buy,decision_T,0,0,540531,SCORED,
contaminated,nq,2025-08,trades_sell,decision_T,470095,0,540531,SCORED,
contaminated,nq,2025-08,trades_large,decision_T,9234,0,540531,SCORED,
corrected,cl,2025-08,trades_all,decision_T,9048,0,664076,SCORED,
corrected,cl,2025-08,trades_buy,decision_T,0,0,664076,SCORED,
corrected,cl,2025-08,trades_sell,decision_T,9048,0,664076,SCORED,
corrected,cl,2025-08,trades_large,decision_T,771,0,664076,SCORED,
contaminated,cl,2025-08,trades_all,decision_T,142974,0,664077,SCORED,
contaminated,cl,2025-08,trades_buy,decision_T,0,0,664077,SCORED,
contaminated,cl,2025-08,trades_sell,decision_T,142974,0,664077,SCORED,
contaminated,cl,2025-08,trades_large,decision_T,9919,0,664077,SCORED,
corrected,cl,2025-08,mbo_all,decision_T,27852,1427,664076,SCORED,
corrected,cl,2025-08,mbo_bid_add,decision_T,18374,603,664076,SCORED,
corrected,cl,2025-08,mbo_ask_add,decision_T,18586,812,664076,SCORED,
corrected,cl,2025-08,mbo_bid_cancel,decision_T,17902,3,664076,SCORED,
corrected,cl,2025-08,mbo_ask_cancel,decision_T,17988,6,664076,SCORED,
corrected,cl,2025-08,mbo_cancel_any,decision_T,22428,9,664076,SCORED,
contaminated,cl,2025-08,mbo_all,decision_T,406797,2469,664077,SCORED,
contaminated,cl,2025-08,mbo_bid_add,decision_T,283878,1105,664077,SCORED,
contaminated,cl,2025-08,mbo_ask_add,decision_T,284551,1347,664077,SCORED,
contaminated,cl,2025-08,mbo_bid_cancel,decision_T,278277,5,664077,SCORED,
contaminated,cl,2025-08,mbo_ask_cancel,decision_T,278073,9,664077,SCORED,
contaminated,cl,2025-08,mbo_cancel_any,decision_T,339211,14,664077,SCORED,
corrected,gc,2025-08,trades_all,decision_T,16051,0,692041,SCORED,
corrected,gc,2025-08,trades_buy,decision_T,0,0,692041,SCORED,
corrected,gc,2025-08,trades_sell,decision_T,16051,0,692041,SCORED,
corrected,gc,2025-08,trades_large,decision_T,232,0,692041,SCORED,
contaminated,gc,2025-08,trades_all,decision_T,204014,0,692042,SCORED,
contaminated,gc,2025-08,trades_buy,decision_T,0,0,692042,SCORED,
contaminated,gc,2025-08,trades_sell,decision_T,204014,0,692042,SCORED,
contaminated,gc,2025-08,trades_large,decision_T,3064,0,692042,SCORED,
corrected,gc,2025-08,mbo_all,decision_T,42886,1907,692041,SCORED,
corrected,gc,2025-08,mbo_bid_add,decision_T,29001,949,692041,SCORED,
corrected,gc,2025-08,mbo_ask_add,decision_T,28636,947,692041,SCORED,
corrected,gc,2025-08,mbo_bid_cancel,decision_T,28194,6,692041,SCORED,
corrected,gc,2025-08,mbo_ask_cancel,decision_T,28457,3,692041,SCORED,
corrected,gc,2025-08,mbo_cancel_any,decision_T,35509,9,692041,SCORED,
contaminated,gc,2025-08,mbo_all,decision_T,461530,2865,692042,SCORED,
contaminated,gc,2025-08,mbo_bid_add,decision_T,342764,1427,692042,SCORED,
contaminated,gc,2025-08,mbo_ask_add,decision_T,335400,1426,692042,SCORED,
contaminated,gc,2025-08,mbo_bid_cancel,decision_T,338915,7,692042,SCORED,
contaminated,gc,2025-08,mbo_ask_cancel,decision_T,337334,3,692042,SCORED,
contaminated,gc,2025-08,mbo_cancel_any,decision_T,402064,10,692042,SCORED,
corrected,zc,2025-08,trades_all,decision_T,23755,3,554303,SCORED,
corrected,zc,2025-08,trades_buy,decision_T,0,0,554303,SCORED,
corrected,zc,2025-08,trades_sell,decision_T,23755,3,554303,SCORED,
corrected,zc,2025-08,trades_large,decision_T,5567,0,554303,SCORED,
contaminated,zc,2025-08,trades_all,decision_T,92136,3,554304,SCORED,
contaminated,zc,2025-08,trades_buy,decision_T,0,0,554304,SCORED,
contaminated,zc,2025-08,trades_sell,decision_T,92136,3,554304,SCORED,
contaminated,zc,2025-08,trades_large,decision_T,20546,0,554304,SCORED,
corrected,zc,2025-08,mbo_all,decision_T,90868,2857,554303,SCORED,
corrected,zc,2025-08,mbo_bid_add,decision_T,46280,1040,554303,SCORED,
corrected,zc,2025-08,mbo_ask_add,decision_T,47496,1807,554303,SCORED,
corrected,zc,2025-08,mbo_bid_cancel,decision_T,34610,6,554303,SCORED,
corrected,zc,2025-08,mbo_ask_cancel,decision_T,34311,4,554303,SCORED,
corrected,zc,2025-08,mbo_cancel_any,decision_T,53074,9,554303,SCORED,
contaminated,zc,2025-08,mbo_all,decision_T,314170,3210,554304,SCORED,
contaminated,zc,2025-08,mbo_bid_add,decision_T,175168,1188,554304,SCORED,
contaminated,zc,2025-08,mbo_ask_add,decision_T,172165,2011,554304,SCORED,
contaminated,zc,2025-08,mbo_bid_cancel,decision_T,131552,6,554304,SCORED,
contaminated,zc,2025-08,mbo_ask_cancel,decision_T,129614,4,554304,SCORED,
contaminated,zc,2025-08,mbo_cancel_any,decision_T,196174,9,554304,SCORED,
corrected,zs,2025-08,trades_all,decision_T,17717,2,465381,SCORED,
corrected,zs,2025-08,trades_buy,decision_T,0,0,465381,SCORED,
corrected,zs,2025-08,trades_sell,decision_T,17717,2,465381,SCORED,
corrected,zs,2025-08,trades_large,decision_T,4511,0,465381,SCORED,
contaminated,zs,2025-08,trades_all,decision_T,88011,3,465382,SCORED,
contaminated,zs,2025-08,trades_buy,decision_T,0,0,465382,SCORED,
contaminated,zs,2025-08,trades_sell,decision_T,88011,3,465382,SCORED,
contaminated,zs,2025-08,trades_large,decision_T,21071,0,465382,SCORED,
corrected,zs,2025-08,mbo_all,decision_T,64404,2161,465381,SCORED,
corrected,zs,2025-08,mbo_bid_add,decision_T,39806,624,465381,SCORED,
corrected,zs,2025-08,mbo_ask_add,decision_T,39319,1526,465381,SCORED,
corrected,zs,2025-08,mbo_bid_cancel,decision_T,34379,5,465381,SCORED,
corrected,zs,2025-08,mbo_ask_cancel,decision_T,33614,4,465381,SCORED,
corrected,zs,2025-08,mbo_cancel_any,decision_T,46125,8,465381,SCORED,
contaminated,zs,2025-08,mbo_all,decision_T,296502,2725,465382,SCORED,
contaminated,zs,2025-08,mbo_bid_add,decision_T,196791,801,465382,SCORED,
contaminated,zs,2025-08,mbo_ask_add,decision_T,192217,1911,465382,SCORED,
contaminated,zs,2025-08,mbo_bid_cancel,decision_T,173403,6,465382,SCORED,
contaminated,zs,2025-08,mbo_ask_cancel,decision_T,167470,4,465382,SCORED,
contaminated,zs,2025-08,mbo_cancel_any,decision_T,225561,9,465382,SCORED,
corrected,he,2025-08,trades_all,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_buy,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_sell,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_large,decision_T,0,0,308710,SCORED,
contaminated,he,2025-08,trades_all,decision_T,29188,0,308711,SCORED,
contaminated,he,2025-08,trades_buy,decision_T,0,0,308711,SCORED,
contaminated,he,2025-08,trades_sell,decision_T,29188,0,308711,SCORED,
contaminated,he,2025-08,trades_large,decision_T,1485,0,308711,SCORED,
corrected,he,2025-08,mbo_all,decision_T,0,15,308710,SCORED,
corrected,he,2025-08,mbo_bid_add,decision_T,0,5,308710,SCORED,
corrected,he,2025-08,mbo_ask_add,decision_T,0,4,308710,SCORED,
corrected,he,2025-08,mbo_bid_cancel,decision_T,0,4,308710,SCORED,
corrected,he,2025-08,mbo_ask_cancel,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,mbo_cancel_any,decision_T,0,4,308710,SCORED,
contaminated,he,2025-08,mbo_all,decision_T,100848,21,308711,SCORED,
contaminated,he,2025-08,mbo_bid_add,decision_T,50259,8,308711,SCORED,
contaminated,he,2025-08,mbo_ask_add,decision_T,50764,4,308711,SCORED,
contaminated,he,2025-08,mbo_bid_cancel,decision_T,46003,6,308711,SCORED,
contaminated,he,2025-08,mbo_ask_cancel,decision_T,45429,1,308711,SCORED,
contaminated,he,2025-08,mbo_cancel_any,decision_T,65709,7,308711,SCORED,
corrected,le,2025-08,trades_all,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_buy,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_sell,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_large,decision_T,0,0,308710,SCORED,
contaminated,le,2025-08,trades_all,decision_T,43707,1,308711,SCORED,
contaminated,le,2025-08,trades_buy,decision_T,0,0,308711,SCORED,
contaminated,le,2025-08,trades_sell,decision_T,43707,1,308711,SCORED,
contaminated,le,2025-08,trades_large,decision_T,969,0,308711,SCORED,
corrected,le,2025-08,mbo_all,decision_T,0,13,308710,SCORED,
corrected,le,2025-08,mbo_bid_add,decision_T,0,1,308710,SCORED,
corrected,le,2025-08,mbo_ask_add,decision_T,0,4,308710,SCORED,
